Industry,Topic,Domain,Employee_Size,Job_Level,iLead_Grade,Bombora_Score,Techno_Score,Intent_Signal,country
Retail,Professional Services Automation,homechef.com,201 to 500,Director,D,0,1,F,Equatorial Guinea
Retail,Professional Services Automation,trinaturk.com,51 to 200,Director,D,0,1,F,Eritrea
Retail,Professional Services Automation,sugarfina.com,201 to 500,Director,D,0,1,F,Estonia
Retail,Professional Services Automation,furniturerow.com,1001 to 5000,Director,D,0,1,F,Ethiopia
Retail,Professional Services Automation,westmusic.com,201 to 500,Director,D,0,1,F,European Union
Retail,Professional Services Automation,fanzz.com,201 to 500,Director,D,0,1,F,Falkland Islands
Retail,Professional Services Automation,mango.com,10001+,Director,D,0,1,F,Faroe Islands
Retail,Professional Services Automation,behrim.com,201 to 500,Director,D,0,1,F,Fiji
Retail,Professional Services Automation,sundancecatalog.com,201 to 500,Director,D,0,1,F,Finland
Retail,Professional Services Automation,collectionsetc.com,201 to 500,Director,D,0,1,F,France
Retail,Professional Services Automation,dylanscandybar.com,51 to 200,Director,D,0,1,F,France Metropolitan
Retail,Professional Services Automation,intermixonline.com,201 to 500,Director,D,0,1,F,French Guiana
Retail,Professional Services Automation,kwikshop.com,201 to 500,Director,D,0,1,F,French Polynesia
Retail,Professional Services Automation,petfoodexperts.com,201 to 500,Director,D,0,1,F,French Southern Territories
Retail,Professional Services Automation,albertsorganics.com,501 to 1000,Director,D,0,1,F,Gabon
Retail,Professional Services Automation,halfpricebooks.com,1001 to 5000,Director,D,0,1,F,Gambia
Retail,Professional Services Automation,thekrogerco.com,10001+,Director,D,0,1,F,Georgia
Retail,Professional Services Automation,drjays.com,501 to 1000,Director,D,0,1,F,Germany
Retail,Professional Services Automation,honolulucookie.com,201 to 500,Director,D,0,1,F,Ghana
Retail,Professional Services Automation,circuitcity.com,1001 to 5000,Director,D,0,1,F,Gibraltar
Retail,Professional Services Automation,bigsandysuperstore.com,501 to 1000,Director,D,0,1,F,Greece
Retail,Professional Services Automation,ridley.com.au,501 to 1000,Director,D,0,1,F,Greenland
Retail,Professional Services Automation,kurtgeiger.us,1001 to 5000,Director,D,0,1,F,Grenada
Retail,Professional Services Automation,vitamincottage.com,1001 to 5000,Director,D,0,1,F,Guadeloupe
Retail,Professional Services Automation,fruthpharmacy.com,501 to 1000,Director,D,0,1,F,Guam
Retail,Professional Services Automation,citygear.com,1001 to 5000,Director,D,0,1,F,Guatemala
Retail,Professional Services Automation,wilco.coop,501 to 1000,Director,D,0,1,F,Guernsey
Retail,Professional Services Automation,gardeners.com,201 to 500,Director,D,0,1,F,Guinea
Retail,Professional Services Automation,americaspowersports.com,501 to 1000,Director,D,0,1,F,Guinea-bissau
Retail,Professional Services Automation,bebe.com,1001 to 5000,Director,D,0,1,F,Guyana
Retail,Professional Services Automation,kesko.com,10001+,Director,D,0,1,F,Haiti
Retail,Professional Services Automation,penskemotorgroup.com,1001 to 5000,Director,D,0,1,F,Heard & Mcdonald Island
Retail,Professional Services Automation,tonysfreshmarket.com,1001 to 5000,Director,D,0,1,F,Honduras
Retail,Professional Services Automation,1800flowers.com,1001 to 5000,Director,D,0,1,F,Hong Kong
Retail,Professional Services Automation,safeway.com,10001+,Director,D,0,1,F,Hungary
Retail,Professional Services Automation,511tactical.com,201 to 500,Director,D,0,1,F,Iceland
Retail,Professional Services Automation,7-11.com,10001+,Director,D,0,1,F,India
Retail,Professional Services Automation,7-eleven.com,10001+,Director,D,0,1,F,Indonesia
Retail,Professional Services Automation,antiochtire.com,501 to 1000,Director,D,0,1,F,Iran
Retail,Professional Services Automation,ballmitsubishi.com,201 to 500,Director,D,0,1,F,Iraq
Retail,Professional Services Automation,banknote.com,201 to 500,Director,D,0,1,F,Ireland
Retail,Professional Services Automation,calicocorners.com,501 to 1000,Director,D,0,1,F,Isle Of Man
Retail,Professional Services Automation,docsdrugs.com,201 to 500,Director,D,0,1,F,Israel
Retail,Business Process Automation (BPA),fitzmall.com,201 to 500,Director,D,0,1,F,Italy
Retail,Business Process Automation (BPA),kikkerland.com,51 to 200,Director,D,0,1,F,Jamaica
Retail,Business Process Automation (BPA),leatherfactory.com,501 to 1000,Director,D,0,1,F,Japan
Retail,Business Process Automation (BPA),leye.com,5001 to 10000,Director,D,0,1,F,Jersey
Retail,Business Process Automation (BPA),lidl.ie,1001 to 5000,Director,D,0,1,F,Jordan
Retail,Business Process Automation (BPA),marvinsbuildingmaterials.com,501 to 1000,Director,D,0,1,F,Kazakhstan
Retail,Business Process Automation (BPA),monsoonjobs.com,1001 to 5000,Director,D,0,1,F,Kenya
Retail,Business Process Automation (BPA),rickers.net,501 to 1000,Director,D,0,1,F,Kiribati
Retail,Business Process Automation (BPA),riterug.com,501 to 1000,Director,D,0,1,F,"Korea, Dem. Peoples Rep Of"
Retail,Business Process Automation (BPA),tatex.com,501 to 1000,Director,D,0,1,F,"Korea, Republic Of"
Retail,Business Process Automation (BPA),tricountyford.com,201 to 500,Director,D,0,1,F,Kuwait
Retail,Business Process Automation (BPA),ultindustries.com,501 to 1000,Director,D,0,1,F,Kyrgyzstan
Retail,Business Process Automation (BPA),dunhamshq.com,1001 to 5000,Director,D,0,1,F,Lao PDR
Retail,Business Process Automation (BPA),yandy.com,51 to 200,Director,D,0,1,F,Latvia
Retail,Business Process Automation (BPA),cartoystulsa.com,501 to 1000,Director,D,0,1,F,Lebanon
Retail,Business Process Automation (BPA),awaytravel.com,201 to 500,Director,D,0,1,F,Lesotho
Retail,Business Process Automation (BPA),westelm.com,10001+,Director,D,0,1,F,Liberia
Retail,Business Process Automation (BPA),corporate.kohls.com,10001+,Director,D,0,1,F,Libyan Arab Jamahiriya
Retail,Business Process Automation (BPA),nobiauk.com,5001 to 10000,Director,D,0,1,F,Liechtenstein
Retail,Business Process Automation (BPA),dannysfamily.com,1001 to 5000,Director,D,0,1,F,Lithuania
Retail,Business Process Automation (BPA),jobs.lidl.de,10001+,Director,D,0,1,F,Luxembourg
Retail,Business Process Automation (BPA),motosport.com,51 to 200,Director,D,0,1,F,Macau
Retail,Business Process Automation (BPA),thepopcornfactory.com,51 to 200,Director,D,0,1,F,Macedonia
Retail,Business Process Automation (BPA),shoecityonline.com,501 to 1000,Director,D,0,1,F,Madagascar
Retail,Business Process Automation (BPA),ecomealorganic.com,1 to 10,Director,D,0,1,F,Malawi
Retail,Business Process Automation (BPA),shopdirect.jobs,1001 to 5000,Director,D,0,1,F,Malaysia
Retail,Business Process Automation (BPA),theperfumeshopjobs.com,1001 to 5000,Director,D,0,1,F,Maldives
Retail,Business Process Automation (BPA),thesource.org,1001 to 5000,Director,D,0,1,F,Mali
Retail,Business Process Automation (BPA),1800flowersinc.com,1001 to 5000,Director,D,0,1,F,Malta
Retail,Business Process Automation (BPA),designerbrands.com,10001+,Director,D,0,1,F,Marshall Islands
Retail,Business Process Automation (BPA),flyingmusic.com,10001+,Director,F,0,1,F,Martinique
Retail,Business Process Automation (BPA),lauraleejewellery.com,10001+,Director,F,0,1,F,Mauritania
Retail,Business Process Automation (BPA),mx-studio.com,1001 to 5000,Director,F,0,1,F,Mauritius
Retail,Business Process Automation (BPA),raymarine.com,501 to 1000,Director,F,0,1,F,Mayotte
Retail,Business Process Automation (BPA),simplyfun.com,5001 to 10000,C-Level,F,0,1,F,Mexico
Retail,Business Process Automation (BPA),reading.ac.uk,501 to 1000,Director,F,0,1,F,Micronesia
Retail,Business Process Automation (BPA),zsc-pbt-tnle-1c2.nhs.uk,1001 to 5000,Director,F,0,1,F,Moldava Republic Of
Retail,Business Process Automation (BPA),southdowns.ac.uk,10001+,C-Level,F,0,1,F,Monaco
Retail,Business Process Automation (BPA),ecclesiastical.com,10001+,Director,F,0,1,F,Mongolia
Retail,Business Process Automation (BPA),caeuk.com,10001+,Director,F,0,1,F,Montenegro
Retail,Business Process Automation (BPA),deanecomputers.com,501 to 1000,V-Level,F,0,1,F,Montserrat
Retail,Business Process Automation (BPA),gocestateagents.com,10001+,C-Level,F,0,1,F,Morocco
Retail,Business Process Automation (BPA),isicp.co.uk,1001 to 5000,C-Level,F,0,1,F,Mozambique
Retail,Business Process Automation (BPA),lancemason.co.uk,501 to 1000,Director,F,0,1,F,Myanmar
Retail,Business Process Automation (BPA),hw.ac.uk,1001 to 5000,C-Level,F,0,1,F,Namibia
Retail,Business Process Automation (BPA),theatreroyalwakefield.co.uk,1001 to 5000,Director,F,0,1,F,Nauru
Retail,Business Process Automation (BPA),agoraclinic.co.uk,501 to 1000,Director,F,0,1,F,Nepal
Retail,Business Process Automation (BPA),hiow.gov.uk,501 to 1000,Director,F,0,1,F,Netherlands
Retail,Business Process Automation (BPA),onl.co.uk,1001 to 5000,C-Level,F,0,1,F,Netherlands Antilles
Retail,Business Process Automation (BPA),lloydsbankinggroup.com,10001+,Director,F,0,1,F,New Caledonia
Retail,Business Process Automation (BPA),wielanduk.co.uk,501 to 1000,Director,F,0,1,F,New Zealand
Retail,Business Process Automation (BPA),jordanreflectors.co.uk,5001 to 10000,Director,F,0,1,F,Nicaragua
Retail,Business Process Automation (BPA),landg.com,10001+,Director,F,0,1,F,Niger
Retail,Business Process Automation (BPA),afblakemore.com,501 to 1000,Director,F,0,1,F,Nigeria
Retail,Business Process Automation (BPA),besa.org.uk,10001+,C-Level,F,0,1,F,Niue
Retail,Business Process Automation (BPA),birdfood.co.uk,1001 to 5000,Director,F,0,1,F,Norfolk Island
Retail,Business Process Automation (BPA),bre.co.uk,1001 to 5000,Director,F,0,1,F,Northern Mariana Islands
Retail,Business Process Automation (BPA),commensus.com,1001 to 5000,Director,F,0,1,F,Norway
Retail,Business Process Automation (BPA),envypost.co.uk,501 to 1000,Director,F,0,1,F,Oman
Retail,Business Process Automation (BPA),marks-clerk.com,201 to 500,Director,F,0,1,F,Pakistan
Retail,Business Process Automation (BPA),optima.co.uk,1001 to 5000,Director,F,0,1,F,Palau
Retail,Business Process Automation (BPA),optionsforsupportedliving.org,501 to 1000,C-Level,F,0,1,F,Palestine
Retail,Business Process Automation (BPA),stepping-stone.org.uk,10001+,Director,F,0,1,F,Panama
Retail,Business Process Automation (BPA),vetspecialists.co.uk,1001 to 5000,V-Level,F,0,1,F,Papua New Guinea
Retail,Business Process Automation (BPA),vipermarketing.co.uk,1001 to 5000,Director,F,0,1,F,Paraguay
Retail,Business Process Automation (BPA),wihuri.com,10001+,Director,F,0,1,F,Peru
Retail,Business Process Automation (BPA),emishealth.com,10001+,Director,F,0,1,F,Philippines
Retail,Business Process Automation (BPA),aegis-group.co.uk,1001 to 5000,Director,F,0,1,F,Pitcairn
Retail,Business Process Automation (BPA),adepteq.com,501 to 1000,Director,F,0,1,F,Poland
Retail,Business Process Automation (BPA),queensu.ac.uk,501 to 1000,C-Level,F,0,1,F,Portugal
Retail,Business Process Automation (BPA),voiceyp.org,10001+,Director,F,0,1,F,Puerto Rico
Retail,Business Process Automation (BPA),parkholidays.com,1001 to 5000,Director,F,0,1,F,Qatar
Retail,Business Process Automation (BPA),aeoscroft.co.uk,10001+,Director,F,0,1,F,Reunion
Retail,Business Process Automation (BPA),allisonpr.com,10001+,Director,F,0,1,F,Romania
Retail,Business Process Automation (BPA),berkeley-hall.co.uk,10001+,Director,F,0,1,F,Russia
Retail,Business Process Automation (BPA),discovery-records.com,10001+,Director,F,0,1,F,Rwanda
Retail,Business Process Automation (BPA),ecoseal.co.uk,1001 to 5000,V-Level,F,0,1,F,Saint Kitts And Nevis
Retail,Business Process Automation (BPA),firstderivatives.com,10001+,Director,F,0,1,F,Saint Lucia
Retail,Business Process Automation (BPA),floor64.com,10001+,C-Level,F,0,1,F,Saint Vincent And The Grenadines
Retail,Business Process Automation (BPA),huntandpalmer.com,10001+,Director,F,0,1,F,Samoa
Retail,Business Process Automation (BPA),landmark.co.uk,1001 to 5000,Director,F,0,1,F,San Marino
Retail,Business Process Automation (BPA),maltbycolliery.co.uk,10001+,C-Level,F,0,1,F,Sao Tome And Principe
Retail,Business Process Automation (BPA),pglemon.co.uk,10001+,Director,F,0,1,F,Saudi Arabia
Retail,Business Process Automation (BPA),quickloanofficer.com,10001+,Director,F,0,1,F,Scotland
Retail,Business Process Automation (BPA),accrofab.co.uk,501 to 1000,V-Level,F,0,1,F,Senegal
Retail,Business Process Automation (BPA),bpl.co.uk,5001 to 10000,Director,F,0,1,F,Serbia
Retail,Business Process Automation (BPA),collectservices.com,5001 to 10000,Director,F,0,1,F,Seychelles
Retail,Business Process Automation (BPA),flowersbybob.com,5001 to 10000,Director,F,0,1,F,Sierra Leone
Retail,Business Process Automation (BPA),keymed.co.uk,501 to 1000,Director,F,0,1,F,Singapore
Retail,Business Process Automation (BPA),kingstonsfinancial.com,501 to 1000,Director,F,0,1,F,Slovakia
Retail,Business Process Automation (BPA),phnw.co.uk,201 to 500,Director,F,0,1,F,Slovenia
Retail,Business Process Automation (BPA),prestonsdiamonds.co.uk,501 to 1000,Director,F,0,1,F,Solomon Islands
Retail,Business Process Automation (BPA),wordbank.com,5001 to 10000,Director,F,0,1,F,Somalia
Retail,Business Process Automation (BPA),urbanwimax.net,5001 to 10000,C-Level,F,0,1,F,South Africa
Retail,Business Process Automation (BPA),balfourbeatty.com,10001+,C-Level,F,0,1,F,South Georgia And The South Sandwich Islands
Retail,Business Process Automation (BPA),roehampton.ac.uk,201 to 500,Director,F,0,1,F,Soviet Union
Retail,Business Process Automation (BPA),markit.com,5001 to 10000,C-Level,F,0,1,F,Spain
Retail,Business Process Automation (BPA),powerelectrics.com,10001+,Director,F,0,1,F,Sri Lanka
Retail,Business Process Automation (BPA),churchillsdesign.co.uk,1001 to 5000,Director,F,0,1,F,St. Helena
Retail,Business Process Automation (BPA),bishopb-college.ac.uk,1001 to 5000,V-Level,F,0,1,F,St. Pierre And Miquelon
Retail,Business Process Automation (BPA),pioneercaravans.co.uk,5001 to 10000,Director,F,0,1,F,Sudan
Retail,Business Process Automation (BPA),esnjlaw.com,201 to 500,Director,F,0,1,F,Suriname
Retail,Business Process Automation (BPA),dealertire.com,1001 to 5000,V-Level,F,0,1,F,Svalbard And Jan Mayen
Retail,Business Process Automation (BPA),bluewater.com,5001 to 10000,Director,F,0,1,F,Swaziland
Retail,Business Process Automation (BPA),ncl-coll.ac.uk,1001 to 5000,Director,F,0,1,F,Sweden
Retail,Business Process Automation (BPA),gci.network,5001 to 10000,Director,F,0,1,F,Switzerland
Retail,Business Process Automation (BPA),blenheimchalcot.com,501 to 1000,Director,F,0,1,F,Syrian Arab Republic
Retail,Business Process Automation (BPA),bridgementalhealth.org,1001 to 5000,Director,F,0,1,F,Taiwan
Retail,Business Process Automation (BPA),cidera.com,1001 to 5000,Director,F,0,1,F,Tajikistan
Retail,Business Process Automation (BPA),cph.dk,1 to 10,Director,F,0,1,F,"Tanzania, United Republic Of"
Retail,Business Process Automation (BPA),euroserv.org,10001+,Director,F,0,1,F,Thailand
Retail,Business Process Automation (BPA),hzz.hr,5001 to 10000,Director,F,0,1,F,Togo
Retail,Business Process Automation (BPA),johnpidgeon.co.uk,1001 to 5000,Director,F,0,1,F,Tokelau
Retail,Business Process Automation (BPA),moranlogistics.co.uk,10001+,Director,F,0,1,F,Tonga
Retail,Business Process Automation (BPA),nrcservices.co.uk,10001+,Director,F,0,1,F,Trinidad And Tobago
Retail,Business Process Automation (BPA),op.pl,1001 to 5000,Director,F,0,1,F,Tunisia
Retail,Business Process Automation (BPA),rathboneuk.org,501 to 1000,Director,F,0,1,F,Turkey
Retail,Business Process Automation (BPA),smartcall.no,501 to 1000,V-Level,F,0,1,F,Turkmenistan
Retail,Business Process Automation (BPA),synergycs.co.uk,1001 to 5000,C-Level,F,0,1,F,Turks And Caicos Islands
Retail,Business Process Automation (BPA),le.ac.uk,1001 to 5000,Director,F,0,1,F,Tuvalu
Retail,Business Process Automation (BPA),murphx.com,5001 to 10000,C-Level,F,0,1,F,Uganda
Retail,Business Process Automation (BPA),knotweed.co.uk,1001 to 5000,Director,F,0,1,F,Ukraine
Retail,Business Process Automation (BPA),lambeth.gov.uk,10001+,Director,F,0,1,F,United Arab Emirates
Retail,Business Process Automation (BPA),sundaybusiness.co.uk,501 to 1000,Director,F,0,1,F,United Kingdom
Retail,Business Process Automation (BPA),dudmangroup.co.uk,10001+,C-Level,F,0,1,F,United States
Retail,Business Process Automation (BPA),sophiasearch.com,5001 to 10000,Director,F,0,1,F,United States Minor Outlying Islands
Retail,Business Process Automation (BPA),calayaengineering.com,201 to 500,Director,F,0,1,F,Uruguay
Retail,Business Process Automation (BPA),contoso.net,1001 to 5000,Director,F,0,1,F,Uzbekistan
Retail,Business Process Automation (BPA),kensingtoncab.org.uk,1001 to 5000,Director,F,0,1,F,Vanuatu
Retail,Business Process Automation (BPA),kingdavidliverpool.co.uk,501 to 1000,Director,F,0,1,F,Vatican City State
Retail,Business Process Automation (BPA),lampert.tv,1001 to 5000,Director,F,0,1,F,Venezuela
Retail,Business Process Automation (BPA),seawayuk.com,201 to 500,Director,F,0,1,F,Viet Nam
Retail,Business Process Automation (BPA),siminformatica.it,1001 to 5000,Director,F,0,1,F,Virgin Islands (u.s.)
Retail,Business Process Automation (BPA),vallourec.com,501 to 1000,Director,F,0,1,F,Wallis And Futuna Islands
Retail,Business Process Automation (BPA),warmbrake.gdn,10001+,Director,F,0,1,F,Western Sahara
Retail,Business Process Automation (BPA),paritytrust.org.uk,1001 to 5000,C-Level,F,0,1,F,Yemen
Retail,Business Process Automation (BPA),richmond.ac.uk,501 to 1000,C-Level,F,0,1,F,Zambia
Retail,Business Process Automation (BPA),weareimpact.co.uk,1001 to 5000,Director,F,0,1,F,Zimbabwe
Retail,Business Process Automation (BPA),opera-mini.net,501 to 1000,Director,F,0,1,F,Yemen
Retail,Business Process Automation (BPA),derbyshirecare.co.uk,501 to 1000,Director,F,0,1,F,Zambia
Retail,Business Process Automation (BPA),plumpton.ac.uk,201 to 500,Director,F,0,1,F,Zimbabwe
Retail,Business Process Automation (BPA),belfastcityairport.com,501 to 1000,Director,F,0,1,F,Afghanistan
Retail,Business Process Automation (BPA),calderdale.gov.uk,10001+,C-Level,F,0,1,F,Aland Islands
Retail,Business Process Automation (BPA),efcgroup.net,10001+,Director,F,0,1,F,Albania
Retail,Business Process Automation (BPA),galleyhill.co.uk,501 to 1000,V-Level,F,0,1,F,Algeria
Retail,Business Process Automation (BPA),gatewaylevenmouth.org.uk,501 to 1000,Director,F,0,1,F,American Samoa
Retail,Business Process Automation (BPA),highclerecastle.co.uk,1001 to 5000,Director,F,0,1,F,Andorra
Retail,Business Process Automation (BPA),ingoldrecruitment.co.uk,1001 to 5000,C-Level,F,0,1,F,Angola
Retail,Business Process Automation (BPA),o-bit.net,501 to 1000,Director,F,0,1,F,Anguilla
Retail,Business Process Automation (BPA),peterboroughofficesupplies.co.uk,1001 to 5000,Director,F,0,1,F,Antarctica
Retail,Business Process Automation (BPA),solution-uk.com,1001 to 5000,Director,F,0,1,F,Antigua And Barbuda
Retail,Business Process Automation (BPA),uppingham.co.uk,501 to 1000,Director,F,0,1,F,Argentina
Retail,Business Process Automation (BPA),ensignbus.com,1001 to 5000,Director,F,0,1,F,Armenia
Retail,Business Process Automation (BPA),allotts.co.uk,5001 to 10000,Director,F,0,1,F,Aruba
Retail,Business Process Automation (BPA),coltinternet.com,201 to 500,Director,F,0,1,F,Ascension Island
Retail,Business Process Automation (BPA),newnet.co.uk,5001 to 10000,Director,F,0,1,F,Australia
Retail,Business Process Automation (BPA),acs-schools.com,501 to 1000,V-Level,F,0,1,F,Austria
Retail,Business Process Automation (BPA),jaikudo.com,501 to 1000,Director,F,0,1,F,Azerbaijan
Retail,Business Process Automation (BPA),essexfordjoinery.com,1001 to 5000,Director,F,0,1,F,Bahamas
Retail,Business Process Automation (BPA),klynstone.com,1001 to 5000,Director,F,0,1,F,Bahrain
Retail,Business Process Automation (BPA),rafclub.org.uk,501 to 1000,Director,F,0,1,F,Bangladesh
Retail,Business Process Automation (BPA),fourplc.com,1001 to 5000,C-Level,F,0,1,F,Barbados
Retail,Business Process Automation (BPA),powerleague.co.uk,501 to 1000,Director,F,0,1,F,Belarus
Retail,Business Process Automation (BPA),amkor.com,5001 to 10000,Director,F,0,1,F,Belgium
Retail,Business Process Automation (BPA),avmimpact.com,1001 to 5000,Director,F,0,1,F,Belize
Retail,Business Process Automation (BPA),avolites.com,1001 to 5000,Director,F,0,1,F,Benin
Retail,Business Process Automation (BPA),fibrecast.uk,201 to 500,Director,F,0,1,F,Bermuda
Retail,Business Process Automation (BPA),gambody.com,1001 to 5000,Director,F,0,1,F,Bhutan
Retail,Business Process Automation (BPA),gilkes.com,201 to 500,Director,F,0,1,F,Bolivia
Retail,Business Process Automation (BPA),interfacesys.com,501 to 1000,Director,F,0,1,F,Bosnia And Herzegovina
Retail,Business Process Automation (BPA),kadampa.org,1001 to 5000,Director,F,0,1,F,Botswana
Retail,Business Process Automation (BPA),mapsengineering.com,1001 to 5000,Director,F,0,1,F,Bouvet Island
Retail,Business Process Automation (BPA),platinumpropertypartners.co.uk,1001 to 5000,Director,F,0,1,F,Brazil
Retail,Business Process Automation (BPA),ugamsolutions.com,501 to 1000,Director,F,0,1,F,British Indian Ocean Territory
Retail,Business Process Automation (BPA),wcs.ac.uk,501 to 1000,Director,F,0,1,F,British Virgin Islands
Retail,Business Process Automation (BPA),brent.gov.uk,1001 to 5000,Director,F,0,1,F,Brunei Darussalam
Retail,Business Process Automation (BPA),bournemouth.ac.uk,5001 to 10000,C-Level,F,0,1,F,Bulgaria
Retail,Business Process Automation (BPA),iod.co.uk,11 to 50,Director,F,0,1,F,Burkina Faso
Retail,Business Process Automation (BPA),dalp.org.uk,10001+,C-Level,F,0,1,F,Burundi
Retail,Business Process Automation (BPA),liv.ac.uk,5001 to 10000,Director,F,0,1,F,Cambodia
Retail,Business Process Automation (BPA),ukri.org,201 to 500,Director,F,0,1,F,Cameroon
Retail,Business Process Automation (BPA),paroh.co.uk,201 to 500,Director,F,0,1,F,Canada
Retail,Business Process Automation (BPA),royalberkshire.nhs.uk,201 to 500,Director,F,0,1,F,Cape Verde
Retail,Business Process Automation (BPA),quintiles.com,1001 to 5000,Director,F,0,1,F,Cayman Islands
Retail,Business Process Automation (BPA),globalvisas.com,1001 to 5000,Director,F,0,1,F,Central African Republic
Retail,Business Process Automation (BPA),linwave.co.uk,1001 to 5000,C-Level,F,0,1,F,Chad
Retail,Business Process Automation (BPA),internexusgroup.co.uk,501 to 1000,Director,F,0,1,F,Chile
Retail,Business Process Automation (BPA),bogons.net,201 to 500,Director,F,0,1,F,China
Retail,Business Process Automation (BPA),warkscol.ac.uk,501 to 1000,Director,F,0,1,F,Christmas Island
Retail,Business Process Automation (BPA),bordersonline.net,5001 to 10000,Director,F,0,1,F,Cocos Islands
Retail,Business Process Automation (BPA),wmc.ac.uk,501 to 1000,Director,F,0,1,F,Colombia
Retail,Business Process Automation (BPA),aeroflex.com,501 to 1000,Director,F,0,1,F,Comoras
Retail,Business Process Automation (BPA),worldhorsewelfare.org,1001 to 5000,Director,F,0,1,F,Congo
Retail,Business Process Automation (BPA),ashmeats.ie,501 to 1000,Director,F,0,1,F,Cook Islands
Retail,Business Process Automation (BPA),avatel.es,501 to 1000,Director,F,0,1,F,Costa Rica
Retail,Business Process Automation (BPA),charterfields.com,501 to 1000,Director,F,0,1,F,Cote D Ivoire
Retail,Business Process Automation (BPA),eib.org,501 to 1000,Director,F,0,1,F,Croatia
Retail,Business Process Automation (BPA),farnborough.ac.uk,501 to 1000,Director,F,0,1,F,Cuba
Retail,Business Process Automation (BPA),game.net,201 to 500,Director,F,0,1,F,Cyprus
Retail,Business Process Automation (BPA),inprovide.com,201 to 500,Director,F,0,1,F,Czech Republic
Retail,Data Center Automation,jamesinglis.com,10001+,Director,F,0,1,F,Denmark
Retail,Data Center Automation,londonstandard.com,1001 to 5000,Director,F,0,1,F,Djibouti
Retail,Data Center Automation,mhplastics.com,10001+,C-Level,F,0,1,F,Dominica
Retail,Data Center Automation,smith.net,501 to 1000,Director,F,0,1,F,Dominican Republic
Retail,Data Center Automation,tingdeneestates.co.uk,501 to 1000,Director,F,0,1,F,East Timor
Retail,Data Center Automation,titanreim.com,11 to 50,Director,F,0,1,F,Ecuador
Retail,Data Center Automation,virtuzo.com,501 to 1000,Director,F,0,1,F,Egypt
Retail,Data Center Automation,wattsfarms.co.uk,201 to 500,Director,F,0,1,F,El Salvador
Retail,Data Center Automation,wycombe.gov.uk,201 to 500,Director,F,0,1,F,Equatorial Guinea
Retail,Data Center Automation,zsc-pbt-tnle-1b3.nhs.uk,201 to 500,Director,F,0,1,F,Eritrea
Retail,Data Center Automation,plymouth.ac.uk,1001 to 5000,Director,F,0,1,F,Estonia
Retail,Data Center Automation,sefton.gov.uk,501 to 1000,Director,F,0,1,F,Ethiopia
Retail,Data Center Automation,itps.co.uk,501 to 1000,Director,F,0,1,F,European Union
Retail,Data Center Automation,hospitalityline.co.uk,501 to 1000,Director,F,0,1,F,Falkland Islands
Retail,Data Center Automation,nature.com,10001+,C-Level,F,0,1,F,Faroe Islands
Retail,Data Center Automation,tealpress.co.uk,51 to 200,Director,F,0,1,F,Fiji
Retail,Data Center Automation,fon.com,11 to 50,V-Level,F,0,1,F,Finland
Retail,Data Center Automation,anchorfostercare.co.uk,501 to 1000,Director,F,0,1,F,France
Retail,Data Center Automation,competencematters.co.uk,10001+,C-Level,F,0,1,F,France Metropolitan
Retail,Data Center Automation,e-zcert.com,501 to 1000,Director,F,0,1,F,French Guiana
Retail,Data Center Automation,ldc.co.uk,1001 to 5000,Director,F,0,1,F,French Polynesia
Retail,Data Center Automation,nccgroupplc.com,1001 to 5000,Director,F,0,1,F,French Southern Territories
Retail,Data Center Automation,northsupply.com,51 to 200,Director,F,0,1,F,Gabon
Retail,Data Center Automation,orchestracyc.co.uk,201 to 500,Director,F,0,1,F,Gambia
Retail,Data Center Automation,pecosipm.com,501 to 1000,Director,F,0,1,F,Georgia
Retail,Data Center Automation,public.mod.uk,501 to 1000,Director,F,0,1,F,Germany
Retail,Data Center Automation,reveroffshore.com,501 to 1000,Director,F,0,1,F,Ghana
Retail,Data Center Automation,rotherham.gov.uk,10001+,Director,F,0,1,F,Gibraltar
Retail,Data Center Automation,srml.net,5001 to 10000,Director,F,0,1,F,Greece
Retail,Data Center Automation,westhillschool.co.uk,501 to 1000,Director,F,0,1,F,Greenland
Retail,Data Center Automation,yhgfl.net,501 to 1000,Director,F,0,1,F,Grenada
Retail,Data Center Automation,nhsnss.org,1001 to 5000,C-Level,F,0,1,F,Guadeloupe
Retail,Data Center Automation,acornstairlifts.com,10001+,V-Level,F,0,1,F,Guam
Retail,Data Center Automation,andritzltd.com,10001+,V-Level,F,0,1,F,Guatemala
Retail,Data Center Automation,interfoam.co.uk,10001+,V-Level,F,0,1,F,Guernsey
Retail,Data Center Automation,rackspace.co.uk,501 to 1000,V-Level,F,0,1,F,Guinea
Retail,Data Center Automation,quadrantconnections.com,1001 to 5000,V-Level,F,0,1,F,Guinea-bissau
Retail,Data Center Automation,redeye.com,1001 to 5000,V-Level,F,0,1,F,Guyana
Retail,Data Center Automation,edfenergy.com,1001 to 5000,V-Level,F,0,1,F,Haiti
Retail,Data Center Automation,arqiva.com,1001 to 5000,V-Level,F,0,1,F,Heard & Mcdonald Island
Retail,Data Center Automation,winbrogroup.com,1001 to 5000,V-Level,F,0,1,F,Honduras
Retail,Data Center Automation,metranet.net,501 to 1000,V-Level,F,0,1,F,Hong Kong
Retail,Data Center Automation,avbrief.com,501 to 1000,V-Level,F,0,1,F,Hungary
Retail,Data Center Automation,bew-elec.co.uk,1001 to 5000,V-Level,F,0,1,F,Iceland
